,Content,Lang,Leng,Portal,Channel
3489," Robert Biedroń chce zakazać dostępu dzieciom do spowiedzi, czyli jednego z najważniejszych sakramentów w religii katolickiej. Posłuchajcie. Zakazywać spowiedzi. A co jeśli ktoś chce wysłać dziecko do spowiedzi, zna księdza, dziecko chce iść do spowiedzi, bo chce przed pierwszą komunią świętą, to dlaczego zakazywać? Można wprowadzić formułę dla dzieci spowiedzi powszechnej, gdzie dzieci nie będą narażone na kontakt z księdzem. To, czego polscy rodzice powinni swoim dzieciom zakazać, to kontaktu z Robertem Biedroniem. Już nie będę wspominać, że chodzi głównie o młodych chłopców, ale nawet w internecie dzieci nie powinny mieć dostępu do takich patologicznych treści, więc szanowni rodzice, kontrolujcie co robią wasze małe dzieci w internecie, czy nie oglądają przypadkiem tych dzieci, a jeżeli nie, to nie będzie w stanie, żeby dzieci nie mogli być w stanie, czy nie oglądają przypadkiem takich politycznych...",pl,917,ytshorts,PrawicowyInternet
3490," 1 marca z zeszłego roku, święto żołnierzy wyklętych, gówniarz w środku nocy w Krakowskim Parku nagrywa jak pluje na twarze żołnierzy wyklętych. Opluł pomniki, umieścił film na YouTube. Napluł prosto w twarz ludziom, którzy poświęcili swoje życie, zostali zamordowani za to, żeby Polska była wolna. Wówczas jako fundacja ośrodek monitorowania antypolonizmu obiecałem, że postawimy go przed sądem. Przesłaliśmy zawiadomienie do prokuratury i w połowie grudnia tego roku stanie na ławie oskarżonych. Niestety w Polsce za znieważenie pomnika może grozić mu grzywna bądź kara ograniczenia wolności. Będziemy tam jako fundacja i będziemy domagać się najwyższego wymiaru kary. Uważam, że Polska powinna bronić czci i pamięci swoich bohaterów i kary za ich znieważanie powinny być zdecydowanie bardziej surowe.",pl,803,ytshorts,PrawicowyInternet
3491," Wiele się dzisiaj mówi o tym, że jedni przekazują pieniądze organizacjom pozarządowym, które są konserwatywne. Inni przekazują pieniądze tylko i wyłącznie organizacjom, które są skrajnie liberalne. Jedni przekazują organizacjom, które mają profil katolicki, a inni organizacjom, które mają profil walczący delikatnie mówiąc z Kościołem katolickim, czy atakujący po prostu ludzkie życie. Tylko mało kto dzisiaj mówi o czym trzeba pamiętać, czyli o tym, że rząd Donalda Tuska i Waldemara Pawlaka podarował putinowskiemu Gazpromowi miliard złotych. To jest jakieś 200 wypasionych willi w centrum Warszawy dla putinowskich oligarchów. Pamiętajmy o tym, mówmy o tym zawsze komentując sprawy.",pl,687,ytshorts,PrawicowyInternet
3492," Dariusz Matecki zadał podstawowe pytania Grzegorzowi Napieralskiemu. No właśnie, wczoraj na konferencji prasowej z panem wicewojewodą Wagemannem zadaliśmy konkretne pytania i dziś na większość z tych pytań znamy już odpowiedzi. Najważniejsze pytanie dotyczyło tego, czy tak jak zeznał pan Marcin W, jego spółka wpłaciła pieniądze na organizację Harfa Dzieciom, w której zarządzie znajdowała się żona Grzegorza Napieralskiego, Małgorzata Napieralska. Jak informuje SuperEkspres, wiemy, że do takich wpłat doszło. 10 i 3 tysiące złotych miało trafić zespółki M.M. Group na konto tej organizacji, która się nazywa Harfa Dzieciom. Znaleźliśmy też zdjęcie z 2012 roku z córkami Grzegorza Napieralskiego, gdzie informuje, że grają one na Harfie. I ostatnie pytanie, czy Grzegorz Napieralski był na wspólnych wakacjach z Marcinem W? Już dziś koalicja obywatelska powinna zawiesić Napieralskiego.",pl,889,ytshorts,PrawicowyInternet
3493," Wszystkie większości sejmowe, odkąd Polska jest demokratyczna, przyjmowały ustawy, które były niezgodne z Konstytucją. Tak, Platforma zrobiła też ten błąd i powołaliśmy tych dwóch sędziów, mimo że nie mieliśmy jeszcze do tego prawa. Każdy kiedyś łamał Konstytucję. Jak się tego słucha, można ciężko wzdychać, bo przecież przez kilka lat organizowali jakieś protesty, organizowali debaty w parlamencie europejskim z okrzykami, że rząd Zjednoczonej Prawicy łamię Konstytucję, a oni zgodnie z Konstytucją, zgodnie z prawem powołali sędziów. Nagle wychodzi kandydatka na premiera Platformy Obywatelskiej, pani Leszczyna, i mówi coś takiego. Oni tam mają naprawdę tuzy intelektualne w tej opozycji.",pl,694,ytshorts,PrawicowyInternet
3494," TVN chce zabronić Sakiewiczowi i Perejrze publikowania informacji, że TVN kłamie i manipuluje. Jak myślicie? Czy również nie wolno publikować wyroków, z których wynika, że TVN kłamie i manipuluje?",pl,197,ytshorts,PrawicowyInternet
3495," Suwerenność można utracić nie tylko bagnetem, można ją również utracić na przykład pod groźbą szantażu ekonomicznego. Bo czym innym jest wpływanie na demokratyczne wybory w innym państwie, na przykład pod groźbą szantażu ekonomicznego? Można utracić suwerenność gospodarczą, stając się jedynie fabryką, miejscem gdzie tania siła robocza buduje gospodarkę najbogatszych państw. Czy ktoś z państwa potrafi dzisiaj policzyć ile polskich zakładów po 1989 roku doprowadzono do ruiny? Ile sprzedano za bezcen, aby wkrótce je zamknąć, aby nie były konkurencją? Ile pieniędzy wydrenowały z Polski zagraniczne sieci handlowe czy zagraniczne banki? To kwestie, o których dzisiaj mówiąc o niepodległości i suwerenności trzeba przypominać. Czy możemy pokojowo utracić Polskę? W tak bardzo łatwy sposób możemy stracić własną państwowość, o której mówimy?",pl,842,ytshorts,PrawicowyInternet
3496,ر,fa,1,ytshorts,PrawicowyInternet
3497," Tak mniej więcej wyglądają dzisiaj autorytety opozycji, które mając ponad 2 promile alkoholu we krwi jeżdżą nawalone w sądzie. A więc rozgrzani sędziowie z Justitii uznają ich dorobek artystyczny jako coś co może łagodzić wyrok. A później widzimy takie sceny. No nic dziwnego, że pani celebrytka krzyczy o jebaniu pisu skoro być może kiedyś myślała, że jest zupełnie bezkarna. A jednak nie jest.",pl,396,ytshorts,PrawicowyInternet
3498,"["" Włask i pełną wciąż metсы S.M'. Zdrowiecie się stary coolanta Włask. Dla nasz Marią Włask i pełna wciąż metsy S.M'. O Ojcu i Synowi i Duchowi Świętemu. O mój Jezu, wstawać na naszej rzekli.""]",pl,194,ytshorts,PrawicowyInternet
3499," Podzienne przypadki nadużyć seksualnych, których dopuszczają się członkowie kleru katolickiego. Niestety nie można już mówić o pojedynczych przypadkach, lecz raczej o zbiorowej zapaści moralnej, z którą dzieje ludzkości, jak dotąd nie miały do czynienia w tak przerażającym i druzgocącym wymiarze. Wielu kapłanów i zakonników przyznało się do winy. Bez wątpienia Owe tysiące przypadków odkrytych przez wymiar sprawiedliwości stanowią zaledwie wycinek prawdziwych liczb, wziąwszy pod uwagę, że hierarchia kościelna zdołała ukryć i zatuszować wielu zwyrodnialców. Ciekawe, czy domyślacie się, kto to napisał? Jakaś gazeta ostatnio? Jakaś modna stacja, telewizyjna podała? To był fragment przemówienia Josefa Gebelsa.",pl,715,ytshorts,PrawicowyInternet
3500, Prezydent Andrzej Duda na święta powinien sprezentować Polakom Polskę wolną od TVN.,pl,84,ytshorts,PrawicowyInternet
3501," ...wygodne, bo porównajmy zarobki. Kiedy kończyliście swoje rządy, a dzisiaj? Pensja średnia urosła o 88%. Z tyle na tyle. Pensja minimalna urosła o prawie 100%, 99%. Było tyle, dzisiaj jest tyle. I mógłbym jeszcze wymieniać wszystkie programy socjalne. Pomaganie emerytom, zabieranie komóższym emerytom, którym chcecie przywrócić. To również jest program socjalny dla całego społeczeństwa, taki wyrównujący morale i uczciwość. Wyprawki dla dzieci 500+, niższe podatki, bo przecież młodzi płacili za waszych rządów podatki, a dzisiaj nie ma zupełnie podatku dochodowego dla młodych ludzi. Donald, przestań kłamać, wracaj do Brukseli czy tam do Berlina, podawaj test marynarki i zostaw Polaków w spokoju.",pl,704,ytshorts,PrawicowyInternet
3502," Donald Tusk znaczy bezrobocie, Donald Tusk znaczy przyjęcie euro, czyli bieda dla Polaków. Donald Tusk znaczy uzależnienie Polski od zagranicy. Ale pomimo tego wydaje mi się, że opozycja nie wystawi Donalda Tuska jako kandydata na premiera opozycji. Wystawią skrajnie bardziej lewicowego Rafała Trzaskowskiego. Bo dzisiaj Donald Tusk jest obciążeniem wizerunkowym dla opozycji. W mniej więcej w taki sam sposób jak Janusz Korwin-Mikke dla Konfederacji.",pl,453,ytshorts,PrawicowyInternet
3503," Obecna przewodnicząca Komisji Europejskiej, Urszula von den Leyen, kiedy pełniła funkcję ministra obrony narodowej Niemiec, wówczas Niemcy masowo sprzedawały broń Rosji. Również po aneksji Krymu, po masowych zabójstwach Ukraińców, zbrodniach w Donbasie. Co robi dzisiaj pani Urszula? Niestety nie naciska na swoje Niemcy i na Francję, na Unię Europejską, żeby wprowadzić znacznie większe sankcje na Rosję. Za to w dalszym ciągu zajmuje się praworządnością w Polsce. Czyli tym, z czego żąda Polska opozycja, żeby jak najbardziej uderzyć w polski rząd. Nawet pod zupełnie wyimaginowanymi tezami, które od prawie 7 lat opozycja,",pl,626,ytshorts,PrawicowyInternet
3504," Jak działają media w Polsce? Króciutki przykład, chociaż takich przykładów można mnożyć a mnożyć Wirtualna Polska, wielki nagłówek Żeleński nie przyleciał do Warszawy, wyjaśnienie jest brutalne No i co sobie myśli człowiek? No, że Ukraina olała Polskę Że prezydent Ukrainy ma gdzieś Polskę Nic go ta Polska nie interesuje, chociaż tak pomagamy Przyjęliśmy miliony uchodźców, wysyłamy broń, wysyłamy pomoc gospodarczą Po czym wchodzimy na profil prezydenta Andrzeja Dudy I widzimy coś takiego Spotkanie prezydenta Andrzeja Dudy i Żeleńskiego Czy na wirtualnej Polsce będzie jakieś sprostowanie? Czy pojawi się znowu wielki nagłówek, że jednak doszło do spotkania? Na pewno",pl,672,ytshorts,PrawicowyInternet
3505," Dlaczego opozycję Donalda Tuska tak bardzo drażni fuzja Orlenu i Lotosu? Na przykład dlatego, że taka wielka polska spółka będzie mogła łatwiej rywalizować m.in. o niemiecki rynek sprzedaży paliw. A inna sprawa jest taka, że im po prostu nie zależy na sukcesie polskich spółek. Im nie zależy na tym, żeby polskie spółki zarabiały. Im po prostu nie zależy na sukcesie Polski.",pl,375,ytshorts,PrawicowyInternet
3506," W Nadleśnictwie Stuposiany policja weszła do namiotów pseudoekologów, do nielegalnych namiotów nielegalnego koczowiska. Co tam znaleźli? Narkotyki w ilościach handlowych, broń gazową czy nawet kusze. Wiemy też gdzie zutylizowano materiały reklamowe z kampanii Małgorzatyki Dawy Błońskiej. Jako Solidarna Polska od dawna postulujemy to, żeby zagraniczne finansowanie organizacji tak zwanych pozarządowych było w pełni jawne. Dzisiaj nie jest. Dzisiaj jeśli Rosjanie, Amerykanie, Żydzi, Niemcy obojętnie kto finansuje jakąś organizację pozarządową w Polsce, to tak naprawdę ta organizacja może działać tutaj jak zwykła agentura. I jak zwykła agentura działają w Polsce organizacje tak zwane pseudoekologiczne, które mówią, że są ekologiczne, a tak naprawdę blokują na przykład gospodarkę, blokują ciepłownię, blokują na przykład przekop mniejszej czy blokują pogłębianie odry.",pl,875,ytshorts,PrawicowyInternet
3507," Ambasador Niemiec, albo reparacje, albo wspólna europejska przyszłość. No to już wiemy skąd ataki na Polskę. Skoro ambasador tego kraju mówi wprost, że jeśli będziecie domagać się reparacji za wymordowanie milionów waszych rodaków, zdewastowanie gospodarki, niewolniczą pracę milionów, za to, że do dzisiaj dzieła sztuki zrabowane w Polsce w czasie II wojny światowej wiszą w Niemczech, no to wtedy nie możecie się starać o to, żeby być pełnoprawnym członkiem Unii Europejskiej, nie możecie starać się o należne wam fundusze w ramach Unii Europejskiej. I jeśli będziecie chcieli te reparacje, to najlepiej z Unii Europejskiej się wynieść.",pl,639,ytshorts,PrawicowyInternet
3508," Wczoraj wydarzyła się wielka tragedia. Zginęło dwóch niewinnych Polaków i nikt ani nic im życia już nie zwróci. Tylko to, co jest bardzo ważne, to nawet jeśli się w 100% potwierdzi już to, że to ukraińska rakieta przeciwlotnicza, która gdzieś zbłądziła, no to w dalszym ciągu winę za to ponosi Rosja. Bo dlaczego Ukraińcy muszą bronić swojego nieba? Dlatego, że Rosja na nich napadła, dlatego, że Rosja zabija ich obywateli, dlatego, że Rosja okupuje ich terytorium.",pl,467,ytshorts,PrawicowyInternet
3509," Nie dość, że mięso zamiast robali to jeszcze z orlenu. Opozycja szału dostanie. Tego typu jedzenie zapewne może powodować otyłość. Otyłość nigdy nie jest dobra, zawsze jest problemem, ale jest wyborem ludzi i nigdy nie powinna być powodem do znieważania kogoś, wyśmiewania kogoś. Sławomir Nitras publicznie wyśmiał kobietę, naszą koleżankę z Solidarnej Polski. Ten cham powinien za to przeprosić, a on nie tylko nie przeprasza, ale jeszcze się tym publicznie chwali. I nie spotyka się to z żadną kompletnie reakcją polityków władz Platformy Obywatelskiej. To są ludzie, którzy mówią o tolerancji, którzy otaczają się tymi tęczowymi flagami, a tak naprawdę to są zwykłe, po prostu chamy, które nie mają zagroż kultury.",pl,718,ytshorts,PrawicowyInternet
3510," Zapraszam Państwa na tegoroczny Szczeciński Marsz Niepodległości. Obchody rozpoczynamy o godzinie 10. mszą świętą za ojczyznę w katedrze. Następnie przechodzimy na Plac Orła Białego, skąd rusza Marsz Niepodległości. Idziemy pod popiersie marszałka Józefa Piłsudskiego. Marsz jest organizowany przez Porozumienie Środowisk Patriotycznych. W tym roku chcemy Państwa prosić o głos w szczecińskim Budżecie Obywatelskim. Jest to ostatni raz, kiedy można było zgłaszać pomniki. I zgłosiliśmy taki pomnik. Zgłosiliśmy Pomnik Ojców Polskiej Niepodległości. Piłsudski, Dmowski, Korfanty, Witos, Paderewski, Daszyński na jednym pomniku. Symbol tego, że Polacy w trudnych chwilach mogą się zjednoczyć, aby walczyć wspólnie o polską niepodległość. Polskie Niepodległości",pl,759,ytshorts,PrawicowyInternet
3511," Niemcy robią wszystko, żeby zmyć się z odpowiedzialności za te zbrodnie. Robią wszystko, żeby mówić o polskich obozach koncentracyjnych. Kilka dni temu w stacji Al-Jazira oglądaliśmy dyskusję Michała Rachonia z angielskim i niemieckim profesorem, gdzie angielski profesor mówił o tym, że Niemcy ginęli w polskich obozach koncentracyjnych. Kiedy Michał Rachoń tłumaczył, że nie było polskich obozów koncentracyjnych, nie było nawet obozów koncentracyjnych w Polsce, bo Polska nie istniała. Wówczas niemiecki profesor głupio się uśmiechał. Widząc ten uśmiech, widzę po prostu uśmiech Niemców, którzy mają świadomość, że nie zapłacili Polakom reparacji. Mają świadomość, że nie zapłacili za dość uczynienia, nie wyrównali krzywd. Więc jeśli my dzisiaj mamy żyć z Niemcami w zgodzie, jeśli mamy żyć w przyjaźni jako dwa bratnie narody, to nie możemy dopuścić do tego, żeby tamte krzywdy były zapomniane.",pl,900,ytshorts,PrawicowyInternet
3512," Dzień dobry. Poważna sprawa. Polska złamała serce Jerzemu Owsiakowi. Otóż pomimo tego, że w sądach króluje kasta z Justitii, Jerzy Owsiak przegrał sprawę sądową. Otóż okazuje się, że nasz jedyny dobroczyńca, celebryta, również może w sądzie przegrać z kimś, kto go pozwie. Z całą pewnością ruszy teraz wielka fala wsparcia dla pana Jerzego, tak jak w przypadku innego Jerzego, Jerzego Sztura. Ale zacytuję fragment z Owsiaka, jeden z moich ulubionych, szczególnie w kontekście ostatnich wydarzeń. Mam dystans do patriotyzmu, który nakazuje mi wiernie strzec granic, bo dzisiejsze granice są ulotne. Dzisiaj nie wjeżdżasz gąsienicami, nie przekraczasz nimi słupka granicznego, ponieważ praktycznie tego słupka nie widać. Panie Jurku, w sądzie nie jest pan celebrytą.",pl,766,ytshorts,PrawicowyInternet
